"entrez_gene_id","contributing_probe_count"
"101927609",1
"101927612",1
"101927616",1
"101927620",1
"101927623",1
"101927640",1
"101927641",1
"101927648",1
"101927650",1
"101927651",1
"101927653",1
"101927657",1
"101927659",1
"101927660",1
"101927667",1
"101927668",2
"101927675",1
"101927682",1
"101927690",1
"101927699",2
"101927701",1
"101927702",1
"101927703",1
"101927704",1
"101927709",1
"101927710",1
"101927715",1
"101927719",1
"101927720",1
"101927722",1
"101927723",1
"101927734",1
"101927735",1
"101927746",1
"101927752",1
"101927760",2
"101927761",2
"101927766",1
"101927769",1
"101927770",1
"101927774",2
"101927783",1
"101927787",1
"101927792",1
"101927798",2
"101927808",1
"101927809",1
"101927811",1
"101927813",1
"101927814",2
"101927815",1
"101927820",1
"101927821",1
"101927824",1
"101927828",1
"101927829",1
"101927839",1
"101927841",1
"101927843",1
"101927849",1
"101927861",1
"101927865",1
"101927869",1
"101927870",2
"101927876",1
"101927877",1
"101927884",1
"101927886",1
"101927889",1
"101927900",1
"101927901",1
"101927907",1
"101927914",1
"101927929",1
"101927934",1
"101927943",1
"101927944",2
"101927948",1
"101927950",1
"101927953",1
"101927967",1
"101927972",1
"101927974",1
"101927980",1
"101927988",1
"101927990",1
"101927992",1
"101927994",1
"101928000",2
"101928001",2
"101928002",1
"101928009",1
"101928012",1
"101928014",1
"101928017",1
"101928020",1
"101928022",1
"101928031",1
"101928035",1
"101928040",1
"101928043",1
"101928045",1
"101928047",1
"101928052",1
"101928054",1
"101928068",2
"101928069",2
"101928076",1
"101928079",1
"101928087",1
"101928098",1
"101928099",1
"101928100",1
"101928101",1
"101928104",1
"101928107",1
"101928111",1
"101928123",2
"101928132",1
"101928134",1
"101928135",1
"101928139",1
"101928140",1
"101928144",1
"101928152",1
"101928153",1
"101928157",1
"101928158",1
"101928161",1
"101928162",1
"101928165",1
"101928167",1
"101928173",1
"101928185",1
"101928190",1
"101928191",1
"101928196",1
"101928200",1
"101928201",1
"101928205",1
"101928207",1
"101928211",1
"101928221",1
"101928222",1
"101928230",1
"101928231",1
